unitid,scugrad2010,scugffn2010,scugffp2010,fgrnt_p2010,fgrnt_a2010,sgrnt_p2010,sgrnt_a2010,scugrad2011,scugffn2011,scugffp2011,fgrnt_p2011,fgrnt_a2011,sgrnt_p2011,sgrnt_a2011,scugrad2012,scugffn2012,scugffp2012,fgrnt_p2012,fgrnt_a2012,sgrnt_p2012,sgrnt_a2012,scugrad2013,scugffn2013,scugffp2013,fgrnt_p2013,fgrnt_a2013,sgrnt_p2013,sgrnt_a2013,scugrad2014,scugffn2014,scugffp2014,fgrnt_p2014,fgrnt_a2014,sgrnt_p2014,sgrnt_a2014,scugrad2015,scugffn2015,scugffp2015,fgrnt_p2015,fgrnt_a2015,sgrnt_p2015,sgrnt_a2015
418782,201,112,56,96,4610.2964,52,261.48276,231,140,61,96,5309.3804,62,256.73563,188,103,55,94,5324.7422,58,537.20001,211,132,63,98,5404.0386,75,815.86871,348,210,60,97,5567.9902,47,549.96973,235,155,66,99,5264.6494,31,195.54167
418870,331,198,60,38,5844.5396,1,2250,282,65,23,91,4947.729,2,2000,231,20,9,75,5086.2666,0,0,247,39,16,97,5425.5264,10,9102.5,226,34,15,82,5494.2856,0,0,212,49,23,92,5037.7778,10,7705
418889,232,74,32,70,3820.6345,42,3823.4839,413,97,23,52,3460.52,14,2128.4285,402,87,22,28,2750.9583,2,3500,372,81,22,37,3387.3667,9,1936.5714,358,42,12,60,3716.2,19,3678,294,22,7,55,3434.5833,9,3750
418913,63,60,95,100,5550,0,0,60,31,52,94,5550,0,0,56,22,39,82,4958.7778,0,0,14,1,7,100,2823,0,0,37,27,73,100,5730,0,0,42,19,45,95,5214.7222,0,0
418968,182,174,96,66,3322.5044,0,0,173,173,100,76,2845.2976,0,0,124,124,100,69,2665.5647,0,0,135,135,100,76,3585.8252,0,0,104,24,23,92,5458.1362,0,0,68,17,25,76,5755.9229,0,0
419022,807,781,97,60,3557.5,0,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419031,24,7,29,100,6782.1431,14,782,25,11,44,100,4706.8184,100,2000,24,7,29,43,3966.6667,29,2000,22,10,45,70,4395.8569,70,1857.1428,27,5,19,100,4510.7998,60,1333.3334,37,7,19,57,3514.5,29,2000
419095,66,16,24,56,4080.5557,38,425,65,21,32,62,3629.2307,29,316.66666,79,32,41,38,3741.6667,9,366.66666,69,18,26,67,3502.5833,44,306.25,71,22,31,32,4109.2856,23,330,67,18,27,44,4671.75,33,575
419147,76,35,46,80,3619.7856,0,0,57,40,70,95,3700.7104,5,300,58,38,66,95,3035.8889,0,0,38,22,58,95,2904.762,0,0,37,15,41,100,3339.6667,0,0,30,14,47,100,2887,0,0
419156,148,128,86,66,5181.9175,1,500,129,34,26,50,3593.9412,0,0,84,20,24,65,4572.6924,5,7200,94,25,27,76,4411.6841,0,0,92,40,43,68,4163.6294,0,0,58,10,17,60,4400.8335,0,0
419183,294,139,47,74,3808,1,8000,320,154,48,85,3808,1,500,367,179,49,88,4498.2485,1,400,412,183,44,86,5645,3,8000,385,219,57,87,5403.9473,2,8000,370,198,54,86,5534.7061,2,8000
419217,99,8,8,25,2750,0,0,107,6,6,50,2166.6667,0,0,124,4,3,0,0,0,0,139,4,3,0,0,0,0,96,2,2,100,5730,0,0,91,3,3,100,4550,0,0
419226,908,839,92,43,3505.9253,26,850.96381,761,623,82,24,3360.6333,48,139.53488,684,274,40,34,2784.0107,16,7620.9766,763,302,40,28,3593.0823,25,766.65332,695,319,46,35,3544.946,19,951.22583,624,382,61,43,3676.2024,29,653.77985
419235,377,252,67,80,4269.4653,0,0,355,219,62,77,4318.5596,0,0,353,200,57,87,4895.9536,0,0,254,188,74,93,4896,0,0,272,221,81,89,4296.3369,0,0,230,191,83,94,4730.5083,0,0
419244,258,180,70,86,3860.9807,0,0,375,300,80,89,3640.4495,0,0,349,298,85,71,4608.8921,0,0,311,99,32,45,4307.8223,0,0,252,121,48,26,2507.5161,0,0,262,102,39,90,2282.6086,0,0
419253,397,126,32,79,5049.9199,0,0,279,84,30,80,4923.4775,0,0,266,73,27,82,4358.2334,0,0,192,44,23,64,4216.8569,0,0,180,44,24,73,4541.8125,0,0,204,47,23,57,4653.6294,0,0
419262,71,19,27,74,2414.3572,53,2701,77,14,18,79,4331.8184,71,2709.6001,114,10,9,80,5550,0,0,,,,,,,,,,,,,,,,,,,,,
419271,35,12,34,100,2601.9167,0,0,26,7,27,100,5550,0,0,23,8,35,88,4448.7144,0,0,19,7,37,86,3598.8333,0,0,20,5,25,100,4185,0,0,18,5,28,100,3849.2,0,0
419280,88,41,47,66,4081.6667,0,0,83,26,31,15,3456.25,0,0,84,26,31,65,3223.7646,0,0,85,16,19,69,3762.8181,0,0,89,28,31,71,3443.7,0,0,56,5,9,100,3076.3999,0,0
419314,45,22,49,45,3597.5,5,3475,35,16,46,75,4291.6665,6,3475,38,22,58,73,3515.625,18,3978.75,40,19,48,95,4478.7222,11,6978,47,5,11,80,4880.25,0,0,31,13,42,69,3970.6667,8,6000
419332,22,7,32,14,2500,43,3297.6667,54,33,61,21,3132.1428,42,4839.6431,51,19,37,42,3993.75,42,2571,34,10,29,50,2020.2,50,3363.2,32,9,28,33,3491,11,5148,32,10,31,40,2403.25,30,1609.3334
419341,72,36,50,64,4480.3042,28,2061.3,65,35,54,80,4346.6069,11,3390.75,55,30,55,67,4597.75,10,2059,65,35,54,83,4416.4482,31,3261.1819,59,28,47,79,4712.8184,7,3414,43,14,33,71,4166.5,14,2215.5
419411,578,124,21,59,2957.0686,0,0,399,97,24,38,3276.7568,0,0,350,81,23,38,3928.6128,0,0,346,76,22,36,3991.8147,0,0,393,71,18,32,3855.739,0,0,303,56,18,30,3915.5881,0,0
419420,160,63,39,38,4349.7915,56,1713.8572,168,65,39,72,3877.3403,15,3521.8,156,61,39,64,4073.0769,28,1813.8823,140,52,37,60,4252.2905,40,2202.6667,119,19,16,68,3980.3845,16,2000,100,18,18,50,5426.4443,11,2000
419439,93,79,85,63,2788.02,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419457,84,4,5,75,4856.3335,0,0,96,2,2,50,5550,0,0,91,3,3,67,3816,0,0,126,1,1,0,0,0,0,121,2,2,50,5730,0,0,85,0,0,,,,
419484,26,12,46,75,5000,0,0,33,16,48,94,5216.6665,0,0,30,17,57,47,5162.5,0,0,31,20,65,80,4585.9375,0,0,27,15,56,73,5416.3638,0,0,24,10,42,80,5737.5,20,5500
419509,3381,88,3,88,4895.6621,3,8168.6665,3466,110,3,80,5223.5796,4,4241.75,3190,85,3,75,5191.4063,0,0,,,,,,,,,,,,,,,,,,,,,
419633,108,70,65,83,4002.1379,0,0,112,84,75,77,4751,0,0,114,92,81,77,4639.521,0,0,142,116,82,76,4169.4546,0,0,110,96,87,75,3378,0,0,124,119,96,77,3858.6956,0,0
419660,1354,707,52,76,3916.5188,1,5551.4287,1300,748,58,78,3470.5945,0,0,1385,822,59,65,3485.5579,0,0,1389,831,60,34,3241.2527,0,0,959,648,68,35,3639.8894,0,0,755,549,73,42,3392.3931,0,0
419703,688,363,53,98,4650.3247,55,294.30151,709,354,50,97,5346.5845,56,300.96481,728,396,54,96,5318.4868,63,571.45599,579,312,54,97,5400.6084,72,600.78223,782,475,61,96,5536.4692,53,410.25296,444,273,61,95,5413.4712,38,209.68571
419712,311,178,57,97,4701.7744,58,287.01923,305,187,61,98,5329.0273,58,301.80554,295,188,64,99,5470.5293,61,433.07019,244,147,60,99,5473.5034,65,522.38544,317,192,61,99,5633.1577,62,485.05884,169,87,51,98,5452.0586,44,222.3158
419721,259,136,53,99,4778.9111,74,705.78998,251,153,61,97,5408.0537,69,307.69812,267,155,58,100,5282.3354,75,678.76721,217,126,58,99,5588.2002,66,591.65057,289,183,63,98,5642.7778,54,764.83673,210,129,61,98,5468.7163,22,248.14285
420006,869,26,3,92,4653.375,54,781.85712,653,46,7,91,4955.9521,9,1759.25,553,35,6,97,4985.2939,14,1689.6,492,58,12,90,5485.9038,0,0,371,37,10,84,5466.0322,0,0,220,26,12,92,5627.625,8,2610
420024,176,28,16,96,3673.5925,25,1582.8572,212,19,9,89,5367.9414,0,0,288,27,9,67,5053.4443,4,3000,166,24,14,92,5455.3638,33,500,131,16,12,44,5084.7144,0,0,160,36,23,47,4817.2354,0,0
420042,986,25,3,72,4421.6665,0,0,1228,43,4,79,5080.8823,0,0,1322,26,2,77,4975,0,0,1281,19,1,68,5452.6924,0,0,1408,28,2,64,5243.8887,0,0,1241,4,0,25,6275,0,0
420103,615,278,45,64,2989.9438,7,1235,453,180,40,54,2950.3608,5,1138.8889,394,149,38,50,3399.3333,4,1200,368,133,36,52,3004.9709,1,985,365,124,34,42,2959.3845,1,915,322,109,34,45,2530.0613,0,0
420130,593,421,71,84,2775,1,5000,270,192,71,60,2565,3,5000,273,166,61,76,1782.6904,6,3369.8999,300,241,80,63,3592.875,2,9111.4004,298,282,95,71,4130.2964,2,3645,317,296,93,80,3888.7415,2,2394.3333
420194,184,184,100,95,4200,0,0,277,220,79,95,4192.1001,0,0,202,176,87,84,4300,0,0,202,125,62,41,3506,0,0,,,,,,,,,,,,,,
420200,217,32,15,63,5575,0,0,162,28,17,71,5427.1001,0,0,160,14,9,43,5525,0,0,113,20,18,50,4846.2002,0,0,82,4,5,50,4297.5,0,0,,,,,,,
420255,141,114,81,89,2277,99,815.7522,143,74,52,68,4903.2598,59,1385.9546,113,47,42,98,4573.1523,91,323.44186,129,45,35,98,4838.5229,84,376.8158,120,49,41,100,4902,78,349.57895,116,36,31,97,4150.2573,14,113
420307,8244,695,8,92,5219.3032,8,3289.8245,5836,328,6,97,4300.1895,0,400,5308,810,15,93,3230.0383,0,0,3628,342,9,91,4475.9072,0,1857,2999,212,7,87,4688.147,0,2167,2077,166,8,69,5256.4912,0,0
420316,751,74,10,86,1791.4063,0,0,604,30,5,97,5138.3794,0,0,678,119,18,89,3621.7642,0,0,567,80,14,83,4590.7422,0,0,616,84,14,81,4738.7207,0,0,448,33,7,76,4729.52,0,0
420325,68,7,10,43,5650,0,0,57,8,14,100,5687.5,0,0,50,6,12,100,5683.3335,17,5000,48,8,17,100,5757.5,63,3904,53,6,11,100,5843.3335,17,500,57,4,7,100,5775,50,5165
420343,1296,483,37,64,4852.8115,0,0,1079,402,37,59,4421.1592,0,0,887,402,45,59,4477.395,0,0,928,456,49,63,4378.7378,0,0,1030,548,53,62,4378.6069,0,0,1163,640,55,61,4434.187,0,0
420352,67,3,4,67,5550,67,1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420370,606,500,83,94,3800,4,5000,797,691,87,92,4560,4,4776.3667,1032,737,71,51,5000,9,4000,1115,833,75,87,5200,4,4000,649,586,90,90,5700,3,4273.6001,509,435,85,93,5725,7,3448.2759
420398,15921,1641,10,46,4357.9961,15,1529.4476,16067,1001,6,52,4439.9844,25,1683.1788,15992,949,6,47,4472.2241,19,1670.5824,15965,930,6,46,4505.5376,26,1766.4257,15797,1019,6,51,4631.5142,25,2020.6536,16656,1308,8,49,4719.3525,13,1996.9152
420404,668,116,17,79,5082.9238,47,2292.9092,586,102,17,80,3853.3293,34,2049.0857,437,42,10,64,3143.4075,12,2047.4,381,55,14,89,4404.939,5,2564.6667,326,58,18,90,4632.1538,12,3503.8572,,,,,,,
420431,2845,284,10,70,4367.894,96,2458.6167,1868,96,5,83,4881.2627,91,1702.1609,1885,79,4,87,5031.4346,91,1673.4166,1869,127,7,87,4934.1362,89,2070.6992,1659,85,5,87,5109.9595,89,2494.2236,1568,111,7,86,5308.896,95,2475.6191
420440,1636,213,13,61,4221.7002,29,851.69354,1631,181,11,63,4223.9912,40,977.35614,1524,169,11,56,4626.915,28,968.75,1583,174,11,59,3919.4707,30,1372.6923,1699,160,9,63,4299.1899,43,934.89703,1758,126,7,57,4033.5693,38,1311.7709
420459,395,73,18,71,3947.3845,12,2738.7778,412,49,12,63,4655.0967,16,1953.125,409,66,16,74,3803.9592,18,1257.3334,409,69,17,74,4290.9805,39,2131.5186,462,55,12,69,4632.3159,45,2009.12,439,57,13,61,4984.1143,19,4661.3638
420468,480,159,33,44,3212.6001,0,0,509,138,27,49,3373.3823,12,3975.9412,444,45,10,67,2319.4333,11,4267,462,46,10,70,3187.125,17,4941.5,448,20,4,75,4062.8,5,10000,422,14,3,64,3639.7778,7,6000
420495,1755,153,9,85,4713.5923,0,0,1469,109,7,78,5536.4707,0,0,488,20,4,85,6200,0,0,360,43,12,93,5615,0,0,428,33,8,82,5303.2964,0,0,200,0,0,,,,
420501,1585,230,15,87,4387.2788,2,11512.5,1139,114,10,80,4891.0439,0,0,576,74,13,82,5463.9346,0,0,495,59,12,73,5389.7676,0,0,,,,,,,,,,,,,,
420538,1583,278,18,54,4523.0269,33,2003.3549,1472,202,14,73,4525.3042,47,2019.7128,1421,198,14,79,4271.314,42,2102.8572,1446,256,18,73,4324.5562,49,2041.584,1393,202,15,69,4221.8286,50,1890.9301,1384,180,13,76,4361.2573,46,2075.8538
420556,1168,56,5,27,4415.2002,5,1454.3334,1230,80,7,49,4319.8975,5,1350,1037,55,5,64,4212.6572,22,1733.3334,978,62,6,63,4502.5127,16,1633.4,991,82,8,55,4149.9556,26,1714.5238,894,71,8,54,4039.6843,20,1871.4286
420574,,,,,,,,,,,,,,,3252,357,11,32,4372.3984,1,1625,3312,395,12,27,4411.7549,1,1676.6666,3750,526,14,33,4368.6978,1,3345,3680,483,13,32,4918.1689,1,1157.5
420608,360,137,38,82,4120.77,0,0,329,111,34,82,3875.5715,0,0,254,75,30,69,3741.5193,0,0,214,60,28,67,4064.1001,0,0,170,60,35,57,5068.647,0,0,150,44,29,41,5352.4443,0,0
420723,458,28,6,54,3878.9333,14,1552.25,532,52,10,69,4505.0557,4,2700,470,50,11,46,4532.4346,16,2212.5,465,98,21,61,4042.6333,18,1796.6666,473,65,14,54,4544.1431,20,1923.3077,295,29,10,69,4214.5,24,1750
420866,206,9,4,56,3303.3999,0,0,172,2,1,0,0,0,0,147,3,2,67,6450,0,0,139,0,0,,,,,90,4,4,75,5136.3335,0,0,78,1,1,0,0,0,0
420981,821,456,56,94,2938.5784,18,2903.0493,882,535,61,94,3033.8669,20,3330.8867,757,452,60,93,2932.2275,17,2902.6582,825,565,68,93,2747.2258,20,2823.272,890,729,82,85,2964.8079,28,3017.2927,889,567,64,92,3022.1721,24,2707.6194
421009,1954,119,6,87,5126.6504,0,0,603,56,9,84,5462.2339,0,0,530,29,5,90,4876.9229,0,0,,,,,,,,,,,,,,,,,,,,,
421018,1943,138,7,91,5211.1191,1,302,1649,116,7,91,5244.104,0,0,1350,67,5,87,5156.0347,0,0,,,,,,,,,,,,,,,,,,,,,
421513,270,60,22,98,5064.9829,3,1705.5,278,94,34,87,5029.2925,2,1341,331,87,26,77,4626.3882,1,634,284,43,15,95,4807.8535,0,0,222,24,11,96,5652.1738,4,3032,114,8,7,100,4897.75,25,550
421540,276,35,13,69,5562.7915,11,887.5,257,35,14,54,4124.3159,11,750,220,26,12,69,5004.2778,19,1000,220,33,15,82,5147.6665,42,1077.5,225,28,12,89,5072.2002,21,916.66669,294,19,6,84,5268.75,42,2462.875
421559,143,45,31,82,4271.8921,0,0,160,38,24,95,4269.3613,24,897.22223,164,31,19,97,4430.3999,23,798.14288,146,33,23,97,5051.75,55,1054.4445,175,27,15,81,4822.2729,37,860,194,16,8,88,4920.5,50,2619.125
421586,281,150,53,100,4625,100,150,223,175,78,43,5550,43,168.29333,153,105,69,36,4475.3159,40,417.38095,145,53,37,57,4845.1665,57,336.46667,,,,,,,,,,,,,,
421610,54,30,56,70,5800,0,0,56,38,68,61,5470,0,0,57,40,70,88,4939.8286,8,3122.6667,54,42,78,71,4672.2666,0,0,57,44,77,73,3828,0,0,66,53,80,68,4583.6113,9,500
421665,33,3,9,67,4758.5,0,0,31,5,16,100,5303.3999,0,0,29,4,14,75,5400,0,0,32,7,22,86,5331.5,0,0,31,0,0,,,,,31,2,6,100,4331.5,0,0
421708,915,299,33,85,3211.9607,3,5176.875,691,201,29,89,3231.8428,2,5377,573,188,33,85,3910.8625,2,5386,937,421,45,85,4119.7979,7,5386,630,165,26,56,4636.4893,15,6460.48,523,198,38,98,5776.4102,21,6379.3901
421717,38,14,37,86,6250.6665,7,5925,65,14,22,86,4924.0835,21,2548.3333,51,18,35,78,4773.7144,17,5360,70,24,34,63,4332.3999,17,5908.75,53,26,49,54,5116.3569,15,4985,52,19,37,53,4724.5,21,4133.25
421771,85,51,60,76,4045.0769,0,0,100,21,21,90,4456.5791,0,0,94,19,20,84,4157.8125,0,0,72,13,18,54,4370.4287,0,0,66,12,18,100,4862.9165,0,0,64,17,27,71,3725.0833,0,0
421832,412,135,33,89,2407.0916,0,0,654,154,24,81,3712,0,0,618,126,20,76,3281.5625,0,0,513,95,19,77,3259.9177,0,0,413,71,17,77,3819.8181,0,0,362,70,19,67,3580.1064,0,0
421841,304,109,36,39,4291.5117,0,0,289,104,36,44,4567.0654,0,0,263,83,32,54,4810.6001,0,0,273,90,33,47,5621.9761,10,2841.3333,237,58,24,52,5052.1333,10,3345,286,103,36,44,4911.689,3,5164.6665
421878,260,160,62,78,4181,34,2000,249,152,61,89,3734.397,66,2059,229,150,66,86,3793.4109,83,2400,222,72,32,94,3273.5,58,2876,217,60,28,92,2918.9092,70,3238.6667,208,56,27,86,3164.5,52,3393.4482
421896,359,135,38,93,2775,41,195.53572,601,225,37,76,3687.2825,60,242.01482,509,183,36,74,3648.1765,23,190.53488,558,212,38,88,3913.4224,35,192.37837,649,264,41,84,4080.7659,17,248.47826,628,295,47,100,3673.4915,9,302.69232
422020,103,21,20,71,2707.1333,0,0,118,15,13,80,3660.4167,0,0,87,4,5,75,4416.6665,0,0,,,,,,,,,,,,,,,,,,,,,
422190,131,14,11,79,3356.8181,0,0,132,39,30,18,3514.2856,0,0,124,17,14,18,3391.6667,0,0,90,4,4,25,5645,0,0,71,39,55,23,5726,0,0,92,38,41,18,4642,0,0
422695,308,33,11,91,3863,0,0,362,42,12,93,3987,0,0,378,45,12,96,3531,0,0,390,48,12,65,3430,0,0,369,39,11,64,3868,0,0,429,49,11,61,3788,0,0
422835,751,443,59,87,4400.8179,0,0,681,263,39,87,3995.9648,0,0,590,169,29,93,3959.3884,0,0,508,150,30,90,4572.1333,1,250,396,120,30,99,5318.3447,8,7013.3999,303,148,49,100,5835.811,0,0
423120,1250,1250,100,81,3010.3608,0,0,1389,1389,100,59,2568.5872,0,0,1250,1250,100,63,2607.0725,0,0,1008,712,71,100,2660.719,0,0,840,671,80,98,2688.1741,0,0,704,704,100,98,2863.5166,0,0
423397,59,12,20,100,2775,100,100,55,17,31,100,2775,100,120,67,22,33,100,2775,100,120,54,21,39,90,2822.5264,62,105,74,24,32,100,2984.375,100,112.5,44,15,34,100,3463.2,60,100
423412,206,164,80,100,3630.0793,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423582,406,217,53,91,5550,6,6615.1431,295,178,60,90,5550,11,6580,188,151,80,96,3663.8828,0,0,,,,,,,,,,,,,,,,,,,,,
423652,539,50,9,54,5400.9629,16,1118.25,523,38,7,58,5243,16,1800,539,17,3,47,3545.125,6,1950,580,49,8,45,4445.0908,29,2144.0715,489,44,9,61,4300.9258,48,4235.3809,503,40,8,45,4545.8887,33,2038.4615
423670,233,28,12,96,4039.4075,14,1236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423980,2777,537,19,54,4482.5444,4,3412.8635,2718,447,16,60,4796.6924,3,1077.0834,2436,358,15,63,5192.5815,2,1893.8572,1738,265,15,62,5253.374,0,0,1792,229,13,55,5381.8188,0,350,1510,187,12,45,5208.6943,0,0
424424,350,139,40,91,4312.9604,2,3484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425250,162,50,31,82,3176.4878,0,0,133,65,49,74,2728.2292,0,0,130,63,48,54,3395,0,0,153,23,15,78,4321.6665,0,0,125,20,16,60,3518,0,0,180,24,13,83,2461.1499,0,0
425393,19,16,84,100,800,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425870,20,2,10,50,2150,0,0,50,9,18,56,4457,0,0,33,5,15,60,2022.3334,0,0,,,,,,,,,,,,,,,,,,,,,
425889,1009,355,35,81,4834.2988,0,0,665,226,34,85,4102.5654,0,0,601,299,50,79,4470.4551,0,0,566,296,52,79,4603.249,0,0,570,306,54,71,4742.3008,0,0,509,281,55,76,4560.1172,0,0
425986,243,94,39,63,4868.6611,0,0,214,57,27,95,4776.2407,2,300,185,54,29,78,4919.0479,0,0,196,68,35,93,5342.5874,0,0,209,44,21,86,4840.8687,2,300,239,53,22,85,4736.9775,0,0
426314,10455,56,1,13,4844.4287,0,0,10209,61,1,28,4182.8237,2,3882,10435,47,0,23,3317.0908,2,4300,10177,74,1,36,4394.8521,3,2513,9755,75,1,35,4483.6538,7,3392,9727,71,1,32,4234.0869,0,0
427025,2335,1446,62,79,3637.2073,1,8092.625,2680,1800,67,87,4450.084,1,9627.7275,3539,2183,62,76,4407.2773,1,7919.1577,3727,2118,57,66,4638.082,1,7848.647,4385,2407,55,62,4691.9756,1,9053.2627,,,,,,,
427308,332,228,69,99,4393.2534,99,4124.5488,345,246,71,100,3570.5691,100,3423.5771,327,237,72,99,3781.6753,97,3475.645,300,218,73,100,4459,100,1920.8756,182,143,79,100,4631.6572,100,2112.2449,218,167,77,100,4654.8022,100,2137.2036
427335,89,86,97,48,2799.2195,0,0,76,71,93,62,2427.9773,0,0,96,92,96,53,2400.9795,0,0,89,73,82,49,2652.1389,0,0,45,43,96,49,2059.762,0,0,32,31,97,58,2494.6111,0,0
427663,469,63,13,70,4623.8638,0,0,443,23,5,74,4772.353,0,0,321,27,8,63,4199.7061,0,0,303,58,19,76,4559.2729,0,0,378,58,15,76,4406.6138,0,0,,,,,,,
427894,330,29,9,72,4131.1904,0,0,279,14,5,64,4466.6665,0,0,288,23,8,83,4078.9473,0,0,279,19,7,79,4391.3999,0,0,287,34,12,74,4859.52,0,0,256,42,16,55,5350.2173,0,0
427919,312,157,50,87,3644.6277,0,0,309,134,43,87,3364.0085,0,0,248,64,26,86,3764.8545,0,0,250,66,26,80,3683.7546,0,0,255,44,17,77,4328.0586,2,476,246,61,25,70,4590.4419,2,4561
427973,288,37,13,49,3881.6111,41,2450.3333,388,57,15,84,4173.229,0,0,326,49,15,69,4337.8237,0,0,235,52,22,69,4613.0557,0,0,236,32,14,63,4685.6001,0,0,238,38,16,55,4241.7144,0,0
427982,289,68,24,68,4650.2827,0,0,249,17,7,94,5358.9375,0,0,300,27,9,37,5670,0,0,229,28,12,79,5626.3638,21,1083.3334,167,20,12,70,5585.2144,0,0,148,39,26,51,5286.9502,0,0
427991,1304,424,33,42,3805.7222,28,692.46613,1300,378,29,64,3494.8049,53,459.82178,1209,523,43,44,3126.8269,21,463.24326,1077,373,35,46,3466.2295,27,378.92929,909,307,34,66,3341.0991,32,359.81631,849,311,37,48,1792.0946,19,614.75861
428000,187,0,0,,,,,181,0,0,,,,,171,0,0,,,,,173,0,0,,,,,141,0,0,,,,,144,0,0,,,,
428019,332,64,19,88,5153.3569,17,318.18182,376,72,19,86,3943.9517,17,375,336,65,19,74,4021.75,14,5837.7778,313,67,21,61,4225.561,67,1792.7556,319,51,16,82,3754.4048,24,1886.6666,308,42,14,90,2763.7368,38,1684.6875
428055,496,125,25,87,4926.5688,70,154.79546,509,127,25,98,5255.2241,98,161.168,437,94,22,81,4685.0132,81,178.75,430,108,25,87,4863.436,80,151.67442,423,115,27,85,4896.459,84,128.65979,464,80,17,86,4805.5796,88,135.94286
428073,35,19,54,79,5500,0,0,40,20,50,90,5500,0,0,45,18,40,89,5500,0,0,44,19,43,89,5645,0,0,35,20,57,80,5645,0,0,28,19,68,79,5645,0,0
428125,136,66,49,100,4691.9546,0,0,158,52,33,100,4685.5771,0,0,151,38,25,95,4853.3887,0,0,130,22,17,100,5642.7271,0,0,129,30,23,100,5009.6001,0,0,153,38,25,100,5688.7896,0,0
428143,257,235,91,90,4434.6968,0,0,255,196,77,91,5292.646,0,0,346,236,68,90,4741.6714,0,0,303,113,37,81,3244.3186,0,0,306,95,31,92,4013.0806,0,0,383,115,30,91,5387.9712,3,6480
428170,1790,360,20,65,4388.6597,10,411.42856,1490,258,17,57,3939.2808,10,430.16,1341,284,21,65,4257.8818,12,662.85712,1157,392,34,78,4745.2939,15,573.55933,208,40,19,55,2658.7273,13,1620.8,943,474,50,49,3867.1931,3,1821.4286
428259,331,0,0,,,,,361,0,0,,,,,326,0,0,,,,,289,0,0,,,,,227,0,0,,,,,158,0,0,,,,
428268,90,1,1,100,2775,0,0,96,2,2,50,3200,0,0,83,3,4,0,0,0,0,123,2,2,100,4417.5,0,0,132,0,0,,,,,138,0,0,,,,
428286,1437,246,17,53,5559.2598,35,4057.9883,1351,184,14,59,4133.2017,46,3720.553,1267,152,12,62,4281.3828,39,3575.8306,1066,142,13,72,4711.2061,44,3005.3547,902,88,10,70,5081.2417,41,2778.5,685,76,11,63,4991.9165,11,2360
428295,276,218,79,0,0,70,4602.5854,261,205,79,0,0,37,4592.9868,318,219,69,0,0,34,4588,345,243,70,0,0,43,4310.6636,451,333,74,0,0,31,4739.5,416,303,73,0,0,28,4726.8589
428329,124,42,34,62,4516.3848,64,4219.7778,102,12,12,75,4288.8887,83,3211.1001,87,25,29,76,4515.7896,76,4099.9473,105,28,27,82,4697.6089,89,3671.96,93,25,27,80,5025.25,76,3574,,,,,,,
428392,1422,206,14,81,4801.5088,1,1075,1448,129,9,84,4917.624,14,1583.3334,1149,85,7,73,4133.8389,15,1510.7693,1304,82,6,67,4655.582,7,1888.6666,1343,112,8,71,3584.3796,20,1499.7727,1233,154,12,66,4337.584,18,1672.2222
428444,1300,240,18,60,5823.7861,1,442.33334,1190,214,18,58,5011.2002,1,2348,1018,145,14,72,5654.5288,0,0,1045,191,18,75,4844.9097,0,0,1009,161,16,80,5615.3359,1,500,999,159,16,73,5031.5518,1,14000
429012,75,33,44,0,0,0,0,86,39,45,8,3723.3333,0,0,98,32,33,16,3703.8,0,0,126,63,50,19,3087.3333,0,0,537,201,37,11,2468.6956,0,0,664,351,53,8,2615.4075,0,0
429100,175,155,89,100,4941.6772,2,2266.6667,113,100,88,100,4718.3999,4,4566,80,70,88,96,5060.4775,4,4956,65,60,92,100,5134,5,2182,71,53,75,100,5193.1509,8,1901.75,83,67,81,100,5137.1641,3,1800
429128,602,5,1,100,2625,0,0,562,1,0,0,0,0,0,511,2,0,100,4550,0,0,765,5,1,100,2390.6001,20,250,811,4,0,100,5830,0,0,883,1,0,100,3087,100,350
429599,907,98,11,65,4511.125,0,0,816,64,8,67,4164.4653,0,0,606,53,9,66,4007.2856,0,0,469,76,16,70,5105.4526,0,0,412,47,11,85,4679.5249,0,0,,,,,,,
430050,589,49,8,73,4240,76,1085.2162,335,92,27,68,3767.7302,57,1186.2885,283,72,25,82,3720.9321,1,5020,,,,,,,,,,,,,,,,,,,,,
430087,996,56,6,59,4319.2729,9,1300,1027,45,4,56,4908,4,875,849,26,3,65,5647.0586,31,1250,659,11,2,82,5200.5557,18,2000,526,23,4,65,5083,13,2000,,,,,,,
430096,1209,1209,100,59,4607.625,0,225,977,603,62,62,3900.5994,0,300,763,506,66,73,3384.0488,2,10099.363,726,495,68,78,3287.1213,2,13230.375,567,258,46,78,3742.8762,3,14722.286,401,195,49,79,3400.5354,2,16657.75
430148,1148,123,11,89,5023.3452,2,2440,1073,96,9,85,4119.9023,0,0,829,39,5,72,5288.3931,0,0,686,46,7,83,5291.9473,0,0,,,,,,,,,,,,,,
