unitid,scugrad2010,scugffn2010,scugffp2010,fgrnt_p2010,fgrnt_a2010,sgrnt_p2010,sgrnt_a2010,scugrad2011,scugffn2011,scugffp2011,fgrnt_p2011,fgrnt_a2011,sgrnt_p2011,sgrnt_a2011,scugrad2012,scugffn2012,scugffp2012,fgrnt_p2012,fgrnt_a2012,sgrnt_p2012,sgrnt_a2012,scugrad2013,scugffn2013,scugffp2013,fgrnt_p2013,fgrnt_a2013,sgrnt_p2013,sgrnt_a2013,scugrad2014,scugffn2014,scugffp2014,fgrnt_p2014,fgrnt_a2014,sgrnt_p2014,sgrnt_a2014,scugrad2015,scugffn2015,scugffp2015,fgrnt_p2015,fgrnt_a2015,sgrnt_p2015,sgrnt_a2015
154527,1775,484,27,32,5177.8853,38,3891.9624,1805,510,28,28,4454.271,35,3722.8652,1747,483,28,28,4615.0884,34,3984.5557,1714,451,26,29,4678.0679,31,4394.5391,1661,464,28,28,4649.5771,31,4644.8691,1537,366,24,28,4905.4902,32,5411.5933
154545,79,45,57,93,3310.2144,0,0,83,40,48,78,3929.5483,3,319,86,43,50,86,3210.1892,2,319,63,30,48,63,3609.3684,7,970.5,59,27,46,67,4010,7,301,52,24,46,63,3271.8667,0,0
154572,6421,334,5,78,4376.0649,7,1172.92,6789,692,10,73,4341.4858,7,1344.3695,6425,582,9,61,3989.8677,11,1899.697,6331,428,7,64,4115.5366,18,2393.9746,6399,384,6,65,4111.5439,28,2182.4019,6152,535,9,60,4124.1001,16,2311.9058
154590,1799,268,15,57,5450.125,32,3456.3604,1834,273,15,56,5125.2681,29,3244.575,1708,258,15,57,4639.5479,31,3060.5432,1744,275,16,56,4554.4966,26,3283.3611,1698,336,20,58,5111.791,28,4462.9463,1553,315,20,57,4503.0166,25,4637.9746
154642,2898,435,15,49,4218.6919,0,0,2784,429,15,79,3033.3547,2,1396.4286,2952,406,14,62,3313.5454,0,1938,2852,418,15,77,2730.1245,0,1044,2628,365,14,76,2818.5376,0,0,2382,298,13,64,3023.9844,0,0
154688,2142,207,10,34,4537.8857,34,2831.4285,2142,213,10,34,4644.5835,31,3468.1819,1936,202,10,26,4851.9614,35,2716.4648,1897,235,12,27,4524.8125,34,3146.5679,1848,224,12,33,4694.8936,34,2609.0908,1719,182,11,31,4713.2983,42,3223.8572
154697,4682,385,8,44,4515.3335,1,950,4909,380,8,51,4500.646,1,1175,5027,465,9,45,4240.6201,24,1358.2343,5366,409,8,40,4211.0308,1,1475,5339,482,9,35,4201.1411,0,1850,5016,515,10,40,4481.6714,0,0
154712,1839,388,21,32,4519.3823,20,2313.6494,1993,474,24,28,4363.5713,18,1994.2094,2086,488,23,25,4865.6855,16,2811.7722,2113,494,23,23,4467.2954,15,2051.5833,2133,487,23,23,4592.7964,11,2562.302,2138,509,24,22,4603.6069,13,2633.2727
154721,610,163,27,44,4766.2915,40,2934.3635,626,149,24,44,4348.9385,26,3076.842,614,131,21,45,4264.4238,34,2882.1333,672,184,27,45,5144.8657,29,2679.4075,717,191,27,48,4319.1846,25,2721.375,699,170,24,52,4975.2471,24,3201.8999
154749,476,127,27,44,5703.7856,31,3370.6155,523,126,24,43,4504.6113,31,2413.6411,469,101,22,48,4090.1042,34,2821.7354,482,123,26,50,4311.2905,33,2689.75,483,110,23,55,4315.3501,30,3045.4546,525,130,25,45,4131.7456,30,2625.6924
154767,600,156,26,77,4547.7832,3,4439.6001,515,193,37,73,4470.7588,12,4915.3911,561,176,31,71,4542.6079,8,5137.5,486,133,27,70,5320.2471,5,5444.5,458,71,16,82,5023.0688,1,4812,337,64,19,59,4807.6841,20,2132.8462
154776,545,142,26,70,4833.0098,2,4600,521,157,30,80,4676.52,1,3145,556,199,36,71,5003.5889,3,2834.3999,508,186,37,76,4805.2979,8,1618.8667,452,152,34,78,5179.9834,24,824.72223,366,110,30,67,5430.5,27,839.63336
154794,312,170,54,88,4261.6445,4,2612,268,117,44,87,3553,3,5166.6665,130,51,39,92,4006.7874,2,6000,86,30,35,80,5041.5835,0,0,63,23,37,78,4851.2778,13,1388,84,27,32,81,4716.1816,4,2375
154800,9773,1379,14,51,4824.1455,1,902.77777,9763,1315,13,59,4090.6433,1,816.66669,9683,1286,13,52,4661.0283,1,712.5,9142,1250,14,47,4226.479,1,678.875,9003,1378,15,49,4563.4517,1,1076,8950,1421,16,37,4904.9624,0,1425
154837,9,1,11,0,0,0,0,18,3,17,0,0,0,0,32,6,19,0,0,0,0,82,30,37,0,0,0,0,105,38,36,0,0,0,0,,,,,,,
154855,518,85,16,68,4787.6206,21,2834.7222,650,108,17,53,4485.7017,13,3035.7144,819,115,14,57,4008.8635,10,2546.8333,1032,161,16,63,4826.8516,13,3090.4761,1058,163,15,58,4437.9893,10,2657.0588,1369,176,13,77,2833.7112,3,2700
154907,2733,234,9,50,4187.3965,0,0,2698,341,13,58,3815.5176,0,0,2597,278,11,54,4085.4497,2,1509.2,2318,357,15,51,4339.3516,0,0,2406,381,16,55,4279.9473,0,1000,2066,308,15,51,4387.0063,0,1000
154925,2037,501,25,89,2827.2366,13,964.11108,1932,508,26,57,4228.7808,0,962.5,1792,440,25,56,4003.5466,1,1128,1866,495,27,60,4410.1685,1,1131.6666,1608,396,25,53,4327.8228,1,1155.2,1740,469,27,59,4297.4712,0,1200
154934,1419,282,20,54,4339.4634,2,464.28571,1456,279,19,44,3851.7542,1,500,1442,281,19,43,4457.124,0,1000,1402,275,20,48,3984.3206,0,0,1477,347,23,51,4407.7358,1,1250,1243,195,16,43,4675.8071,1,1750
154943,327,97,30,67,3953.0769,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154952,4485,829,18,54,4213.9033,1,1843.2,4304,812,19,56,4204.8159,1,1210.7142,4345,863,20,58,3944.75,0,1629,3888,591,15,54,4405.0537,1,2576.2,3376,514,15,49,4182.0835,0,1710,3083,504,16,49,4246.6587,0,1760
154970,194,66,34,83,3930.2,5,1666.6666,257,81,32,77,3807.1128,2,2789.5,212,63,30,84,3655.6038,0,0,220,68,31,82,4032.3035,0,0,,,,,,,,,,,,,,
154998,1807,389,22,54,2384.6416,1,250,1924,429,22,55,2326,0,109,1864,411,22,51,3821.7678,0,1175,1785,407,23,53,4610.0508,0,1000,1768,387,22,55,4313.9243,1,1283.3334,1779,375,21,47,4707.1865,1,1387.5
155007,652,85,13,60,4474.8433,31,1555.2693,556,109,20,56,4368.8853,29,1290.0938,441,78,18,60,4628.5107,35,1645.8518,474,105,22,70,4473.5615,39,1673.9269,463,147,32,74,3886.5779,23,1723.7059,382,62,16,68,5016.3569,29,2291
155025,4066,616,15,42,4306.543,20,1190.2479,3846,575,15,45,4291.5078,25,1144.7092,3773,601,16,41,4736.0039,22,1159.75,3873,668,17,43,4314.4878,23,1130.5807,3924,732,19,45,4295.1069,24,1049.5518,3864,731,19,36,4469.249,17,1118.4683
155052,682,105,15,63,5585.2422,7,500,750,130,17,74,4291.0313,6,1250,751,136,18,67,4419.2749,3,562.5,834,155,19,69,4547.813,14,5100,836,93,11,56,4265.0771,2,750,944,103,11,66,4212.0293,10,1065
155061,10317,869,8,46,4124.272,13,1117.8448,11158,954,9,43,4036.2791,12,1166.958,11457,949,8,44,4300.2769,14,1239.4633,11433,981,9,42,4119.2183,13,1066.0775,11643,975,8,41,4275.8638,13,1104.3125,11831,909,8,41,4288.6665,13,1012.6218
155070,245,47,19,51,4216.6665,9,1437.5,232,40,17,80,3750.2188,15,929.16669,250,40,16,58,3922.3044,3,1000,234,37,16,57,4809.5713,14,900,227,41,18,61,4617.4399,17,857.14288,236,37,16,62,3672.3044,24,877.77777
155089,1944,199,10,50,4861.8501,38,3016.6667,1971,232,12,47,4379.6113,44,2875.9802,1769,193,11,44,5057.6001,49,3224.2737,1609,178,11,40,4551.3613,40,2953.1689,1417,182,13,37,4699.2207,39,2957.3943,1422,163,11,39,4162.5938,55,2948.0337
155098,2057,486,24,58,5226.2324,19,935.67743,2051,416,20,61,4576.1304,9,1067.2894,1903,399,21,60,4503.3818,8,776.15625,1931,385,20,66,4553.8237,8,1047.4333,1816,325,18,60,4855.3091,7,620.52173,1758,288,16,59,4498.9355,4,1024.7273
155104,2009,440,22,53,4560.2188,1,500,1994,366,18,51,3619.5806,1,828,2188,451,21,51,3994.9475,1,833.33331,1997,445,22,51,4227.1616,8,833.11108,2072,456,22,58,4256.5605,4,833.33331,2301,477,21,58,4061.9565,1,1263.6
155140,958,183,19,61,3783.9731,31,1931.1228,826,144,17,70,4060,28,1457.225,846,228,27,52,4224.7964,0,0,742,140,19,66,4185.7393,0,0,808,163,20,74,4297.0498,48,2221.1265,799,172,22,65,4168.3931,33,2378.0356
155159,116,55,47,69,4958.8687,5,7855,107,26,24,65,4182.353,0,0,112,48,43,65,4371.0322,0,0,109,50,46,54,3917.4443,0,0,117,62,53,53,3647.9395,0,0,107,64,60,55,4441.3428,0,0
155177,448,206,46,45,4855.1504,26,2401.9812,468,195,42,35,5252.0723,37,2835,443,168,38,35,4959.8447,21,2669.7144,445,163,37,37,4945.4834,56,2348.3152,428,160,37,30,4878.3125,24,2580.2307,412,149,36,30,6833.0908,19,2867.0356
155186,3788,493,13,67,3982.3445,1,1827.1428,3482,500,14,60,3994.9468,3,1361.0667,3104,459,15,56,2383.376,0,0,3231,466,14,57,4534.5645,0,0,3217,426,13,57,4432.5,0,0,3343,483,14,60,4106.6597,4,709.80951
155195,5630,1028,18,46,3912.5054,1,583.33331,5560,1006,18,48,4256.5522,1,820,6112,965,16,49,4393.8398,1,885.71429,6127,915,15,46,4650.1582,1,1022.8,5718,868,15,43,4313.5737,0,1283.3334,5546,846,15,44,4399.2407,1,1381.375
155201,1164,246,21,65,2593.2251,12,1086.2413,1212,219,18,56,4681.439,2,4170,1166,199,17,65,4656.8062,1,1465,1031,291,28,54,5049.731,0,0,945,220,23,59,5128.0771,0,1850,976,275,28,59,5019.4722,0,0
155210,20865,1656,8,41,4033.5872,0,500,21020,1389,7,41,3690.6765,1,1087.5,20421,1330,7,41,3687.9141,0,950,19672,1377,7,40,3815.1008,0,1412.5,19429,1521,8,41,4103.2773,0,1200,19091,1447,8,39,3866.5735,1,1724.5454
155283,829,806,97,77,4811.376,7,6089.0879,1431,756,53,80,4205.2935,5,3691.5642,1601,764,48,80,4210.354,5,3732.5386,1324,632,48,80,4208.8638,5,3732.5,1003,479,48,80,4212.1069,5,3769.7917,994,457,46,83,4207.1528,5,3735.8333
155292,7556,835,11,56,4635.957,0,0,7555,602,8,65,4762.8286,1,2671.875,7479,639,9,59,4821.4946,2,2291.4546,6570,607,9,56,5108.2017,1,2184.6001,6198,568,9,58,5179.8418,3,924.05884,5625,527,9,57,5096.8154,1,1984.5
155308,,,,,,,,,,,,,,,,,,,,,,23,5,22,0,0,0,0,30,1,3,100,1940,0,0,34,3,9,100,4572,0,0
155317,20343,3492,17,22,4801.0425,13,1031.531,19695,3495,18,22,4307.6079,14,948.63397,19169,3653,19,22,4122.6523,13,1001.3384,19217,3898,20,23,4171.3008,12,1178.5543,19343,3977,21,24,4301.5088,10,1048.5443,19245,4032,21,24,4509.5342,8,1173.2803
155335,2003,196,10,37,4420.9307,24,3158.125,2193,170,8,39,4308.3433,34,3089.1929,2384,190,8,34,4062.4307,32,3046.3333,2795,164,6,35,4458.5439,33,3221.1111,2732,174,6,32,4217.1274,25,3108.9319,2754,162,6,40,4467.3906,33,3393.283
155353,94,90,96,100,5426.6665,0,0,105,13,12,8,4500,0,0,65,65,100,62,4486.1001,0,0,68,46,68,80,3983.8379,0,0,52,35,67,91,4104.5938,0,0,75,29,39,79,4670.8696,0,0
155399,19205,3465,18,26,4019.4448,20,1219.0204,19385,3540,18,24,4031.7849,17,1510.0269,19853,3786,19,24,4010.8662,14,1531.042,20169,3755,19,23,4021.1609,17,1310.3239,20327,3691,18,22,4210.8472,17,1363.9762,19859,3559,18,21,4232.7197,17,1370.1262
155414,773,140,18,50,5127.6431,31,3461.0698,825,165,20,44,3875.3611,19,3084.0625,711,139,20,33,4621.1958,21,3168.1035,661,151,23,45,4782.5293,20,3151.6667,667,141,21,47,4301.4395,31,3237.5,690,158,23,44,4325.3335,23,3354.1667
155423,1303,78,6,71,4031.9636,10,527.75,1386,104,8,70,3709.7534,7,1376.2858,987,61,6,64,4354.3076,5,1336.3334,1162,83,7,65,4433.4443,6,2338.8,1217,71,6,65,4364.1523,20,1306.7142,1330,70,5,56,4287.0513,3,1522.5
155441,120,14,12,71,5791.6001,0,0,121,10,8,60,6207.3335,0,0,96,12,13,75,4197.2222,0,0,88,13,15,54,4916.4287,0,0,88,12,14,58,5541.5713,0,0,,,,,,,
155450,2023,186,9,65,4662.124,0,0,2035,231,11,57,4391.394,0,500,1937,203,10,74,2693.2583,0,0,1892,176,9,53,3992.4194,1,1175,1891,187,10,57,4299.4111,1,1000,1867,194,10,60,4025.3706,1,2835
155487,593,90,15,70,2781.0793,13,516.66669,711,77,11,70,2144.1296,18,500,755,91,12,64,2494.9312,8,678.57141,825,128,16,47,4240.1333,9,954.54547,766,85,11,55,4818.5957,12,990,870,70,8,51,4524.9722,1,1000
155496,379,78,21,35,4693.5186,24,2536.6843,384,76,20,37,3713,24,2516.1111,357,73,20,44,3871.5625,36,2406.3076,327,73,22,48,3223.6001,45,2502,311,70,23,50,3425,46,2989.9375,308,79,26,41,3658.6563,47,3500
155511,707,170,24,46,4849.3799,28,2706.9575,597,134,22,49,4531.0151,28,2810.8108,612,175,29,45,4444.9487,38,2652.1516,637,170,27,47,5062.4873,29,2750,619,151,24,46,4459.9277,30,2730.4348,647,194,30,37,4879.4863,23,3306.1555
155520,1352,228,17,44,4808.8911,18,2908.5366,1377,166,12,39,4472.3906,21,2728.5715,1495,209,14,43,4221.9443,19,2943.5898,1438,218,15,50,4370.3706,20,2875,1368,202,15,35,4800.0986,22,2876.6667,1378,190,14,54,4488.2622,23,2907.8181
155566,2318,293,13,56,4946.4121,1,1770.5,2555,297,12,61,4766.4609,0,0,2602,338,13,57,4247.6094,1,712.5,2666,323,12,58,4390.9946,0,0,2212,267,12,63,4254.2021,1,2345.5,2080,276,13,53,4264.5034,2,906.79999
155593,762,226,30,57,4555.0859,20,1171.8223,776,212,27,61,4272.8691,24,920.52002,815,188,23,62,4228.8018,23,1064.7441,844,218,26,59,4366.5391,28,1178.6,814,180,22,63,4631.2632,20,1063.8889,900,184,20,52,4496.5,15,1293
155618,445,209,47,67,4212.2734,7,500,610,242,40,68,4568.7378,2,500,714,247,35,65,4561.0122,0,0,762,215,28,67,4903.0137,6,884.61536,863,165,19,60,4831.9395,7,958.33331,870,219,25,34,2788.8784,3,916.66669
155627,558,156,28,41,5164.0625,34,2101.4341,567,167,29,42,5072.9429,27,1930,571,154,27,37,4946.5264,36,1933.6364,538,144,27,38,5218.0908,44,2061.3125,592,173,29,48,5179.3975,32,2104.5454,630,160,25,48,5298.3896,39,2150.7937
155636,286,0,0,,,,,247,0,0,,,,,221,0,0,,,,,292,0,0,,,,,273,0,0,,,,,321,0,0,,,,
155681,5891,1077,18,36,4389.5674,15,1014.3812,6076,1154,19,41,4127.981,16,1061.9779,6166,1076,17,40,4160.1182,17,1568.9622,6236,1128,18,41,4257.1196,16,1200.0503,6270,1043,17,39,4384.145,16,1127.0864,6093,1045,17,37,4668.6436,13,1496.97
155715,1664,299,18,43,3781.3923,1,541,1524,243,16,47,3876.239,3,458.75,1527,231,15,52,3705.4873,6,812.85712,1541,301,20,50,4005.563,2,880.42859,1383,302,22,49,4448.7363,1,1000,1189,275,23,44,4062.6777,0,817
155812,766,134,17,52,4000.1858,25,2823.5293,796,103,13,78,2765,27,2844.6428,854,116,14,58,2919.3284,27,2683.8708,890,104,12,58,2725.4666,29,3208.3333,917,107,12,69,2862.0134,27,3196.5518,875,135,15,69,2673.4839,40,3162.5371
155830,408,148,36,62,3769.8152,11,652,402,144,36,74,3959.3179,9,576.9231,432,202,47,59,4303.8667,11,2230.2173,447,143,32,50,4857.1128,4,1054.5,537,102,19,62,4609.1431,7,1664.2858,524,85,16,60,4309.0786,2,377
155858,1870,305,16,47,4765.1548,1,1337.5,1906,386,20,49,4512.5757,0,0,1973,356,18,39,4299.4712,0,1850,1858,301,16,40,4930.9248,0,1000,1852,349,19,41,4820.874,1,641.66669,1971,354,18,45,4624.9248,0,1000
155867,118,54,46,81,5240.4316,0,0,103,52,50,67,4379.457,0,0,85,37,44,68,4747.96,0,0,66,34,52,71,4175.1665,0,0,45,21,47,81,4959.1763,0,0,,,,,,,
155900,1524,172,11,43,5097.1484,26,3065.25,1402,160,11,46,4590.3423,32,3078.4314,1304,148,11,43,5025,37,3053.1819,1358,128,9,29,5153.9189,27,3000,1323,123,9,30,5298.5137,20,3014,1190,90,8,32,4727.4482,24,2947.7273
155937,687,149,22,45,4534.6118,30,2870.7112,614,140,23,51,3934.2395,27,2832.842,618,139,22,42,3748.8621,27,2901.3157,690,169,24,51,4262.0117,32,2824.6111,720,188,26,53,4222.1616,22,2980.8572,704,141,20,48,4195.8384,29,2749.7805
155973,647,153,24,50,4643.1167,25,2762.1794,709,151,21,48,3753.5342,30,2629.8889,743,140,19,46,3724.3438,24,2798.4849,706,159,23,43,4244.6177,29,2920.6521,709,159,22,41,4260.8154,28,2814.7727,689,150,22,41,4941.7744,31,3018.6956
156082,6321,782,12,47,4706.2168,13,1318.04,6446,850,13,49,4528.896,16,1094.9058,6389,803,13,42,4923.396,16,1300.1212,6179,779,13,43,4663.6499,15,1340.7333,5901,753,13,45,4793.1294,20,1226.1428,5793,757,13,39,4805.1709,14,1500.835
156107,2127,199,9,65,4659.0386,0,0,2136,206,10,75,3949.5742,5,4605.7002,2677,245,9,70,4436.9297,3,3637,2934,189,6,62,3980.3813,1,2471,3373,207,6,67,3037.8274,14,3778.0667,3318,213,6,46,4846.8867,15,2509.8708
156125,11602,1186,10,39,4712.6479,19,1042.9502,12106,1277,11,37,3958.9573,20,1080.3008,12066,1280,11,39,4285.3481,21,1111.8939,11670,1266,11,35,4438.749,18,1159.7039,11977,1430,12,37,4462.5708,21,1125.2601,11501,1270,11,35,4561.4277,22,1073.4351
156134,2810,1435,51,88,3844.5129,0,0,2186,746,34,88,3784.9788,0,0,2015,741,37,93,4622.7271,0,0,1707,546,32,89,5379.0308,0,0,1375,337,25,83,4660.9609,4,10186.5,1287,376,29,82,4392.0161,3,9282.083
156189,598,172,29,72,3192.1936,65,3881.6577,593,182,31,54,3962.2019,79,3870.5454,608,199,33,65,4720.8154,76,4236.6777,631,189,30,52,4474.3062,71,4685.5332,657,184,28,59,4316.9536,79,4454.2534,616,182,30,52,4749.084,71,4716.8613
156213,1481,285,19,40,3298.7168,47,4101,1452,308,21,50,3450.2388,48,4043,1545,322,21,53,3994.0872,57,3910.1912,1547,322,21,35,4755.5791,50,4306,1646,303,18,34,4841.4614,49,4322,1674,313,19,31,4569.2651,37,4352
156231,4688,520,11,77,4091.2356,54,1337.2893,4932,562,11,79,4149.769,51,1434.437,3925,454,12,78,4258.2896,51,1592.1472,3356,418,12,77,4209.5142,51,1634.1792,3345,363,11,74,4401.873,58,1355.2953,2728,270,10,73,4551.6567,57,1454.9347
156277,115,57,50,72,4466.8779,0,0,98,44,45,80,3890.8572,0,0,111,42,38,76,4722.125,0,0,133,47,35,68,3950.625,0,0,112,46,41,67,4483.6772,0,0,97,35,36,97,4349.8237,0,0
156286,2612,577,22,31,5416.4526,65,4278.6099,2640,600,23,29,4148.96,59,4375.938,2730,606,22,27,3955.6807,63,4286.3262,2593,674,26,31,4603.2075,61,4499.5532,2585,665,26,34,4398.1201,66,4532.7075,2651,707,27,30,4636.7666,65,4490.6313
156295,1613,429,27,93,5395.1006,38,6650.9814,1661,418,25,93,5783.1729,37,6941,1658,391,24,91,4353.0845,40,6634.1089,1623,397,24,91,4722.2964,34,7728.3013,1621,416,26,84,4657.0601,44,7513.022,1643,432,26,91,4892.4199,47,6064.5469
156310,845,361,43,86,3703.8301,0,0,694,6,1,33,4259,0,0,607,16,3,81,2657.2307,0,0,590,111,19,77,3781.3372,0,0,543,90,17,39,4117.1431,0,0,471,73,15,95,4543.377,0,0
156338,5128,363,7,79,4323.4248,77,1337.2893,5598,224,4,80,4222.106,59,1459.1818,5179,359,7,77,4408.9312,58,1713.1643,4758,306,6,72,4523.5293,72,1670.9772,4014,260,6,66,4197.9941,73,1567.1361,3962,204,5,59,4315.2583,75,1779.1699
156356,655,113,17,58,4945.123,73,3578,726,148,20,51,4339.6265,82,3829.6968,851,163,19,51,4064.8555,79,3500.3333,932,151,16,50,4743.1333,66,4200.3101,972,166,17,49,5055.7803,73,4223.7026,953,154,16,58,4694.7866,70,4537.3242
156365,2975,503,17,62,4448.833,77,4090.8191,3061,505,16,60,4023.8318,72,3819.573,3122,570,18,57,4262.9907,72,4381.2124,3048,522,17,52,4127.3765,75,4314.1099,2992,511,17,57,4381.478,73,4194.4263,2697,508,19,52,4312.6807,74,4425.4697
156392,14164,1718,12,56,4276.5005,61,1343.0422,14200,1705,12,59,4126.8535,65,1369.1791,13218,1722,13,59,4257.5596,61,1455.7356,12359,1342,11,60,4373.6084,65,1579.4347,10952,1415,13,59,4321.2002,64,1429.8024,10388,1329,13,54,4355.415,69,1552.1466
156408,1242,356,29,17,5687.4194,53,4246.6084,1309,374,29,17,4665.7998,56,4220.3906,1344,351,26,16,4062.3091,51,4079.0168,1381,377,27,16,4805.2202,52,4066.3215,1387,385,28,15,4721.1865,50,4362.7876,1367,374,27,19,5007.1143,54,4005.2178
156417,172,16,9,88,5348.4287,6,1550,172,14,8,86,5231.25,0,0,174,10,6,80,2759.375,0,0,152,5,3,100,3620.6001,20,1250,156,10,6,90,4365.3335,0,0,151,17,11,53,4932,0,0
156426,252,111,44,76,4789.3452,0,0,397,51,13,67,3472.9412,0,0,395,52,13,67,3474.2856,0,0,372,52,14,65,4275.8237,0,0,318,47,15,68,4725.1563,0,0,332,49,15,69,4586.4707,0,0
156444,26,6,23,67,5550,0,0,26,8,31,88,5550,0,0,26,10,38,100,5550,0,0,55,25,45,96,5645,0,0,34,20,59,100,5645,0,0,,,,,,,
156471,1503,388,26,65,3945.2412,1,167.75,1700,531,31,60,3644.4829,5,2538.0688,1423,457,32,69,3662.1396,7,2519.9063,1505,248,16,68,3571.6548,10,3227.7693,1618,195,12,75,3597.8164,13,3150.8401,1905,206,11,77,3501.7673,14,2493.6428
156541,1746,446,26,51,4830.8008,58,4312.9302,1726,399,23,55,4649.6743,60,4832.1797,1864,459,25,58,4529.6904,56,4673.8721,2096,488,23,59,4640.6514,55,4662.2759,2623,403,15,54,4735.5991,57,4479.5703,2900,433,15,53,5151.3755,54,4958.5991
156620,14396,2554,18,50,4663.9214,78,1872.2628,13902,2367,17,48,4364.9614,79,2047.0219,13947,2274,16,48,4434.4482,81,2220.6289,13891,2380,17,51,4490.8403,82,2264.1335,13977,2537,18,51,4548.3042,84,2217.3306,14327,2729,19,47,4574.7578,85,2365.395
156648,7887,1045,13,68,4226.377,62,1423.9984,7809,914,12,67,4225.9282,64,1575,7586,924,12,63,4004.854,69,1541.6881,6926,832,12,64,4084.6812,94,1470.5619,7314,796,11,62,3982.1738,74,1604.4337,6301,680,11,61,4275.8799,79,1732.6462
156675,80,26,33,85,4560.3184,0,0,53,26,49,81,4308.3335,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156745,1284,336,26,43,4513.1182,83,4020.9712,1273,352,28,32,4074.1755,73,4225.8521,1116,237,21,37,4240.25,75,4061.8315,1043,243,23,48,4729.0688,75,4674.1099,979,271,28,39,5035.2896,76,4520.1885,984,282,29,69,4452.9639,83,4797.9829
156754,131,66,50,91,4596.5166,0,0,127,3,2,100,4933.3335,0,0,104,6,6,100,4956.3335,0,0,110,27,25,70,4037.3684,0,0,90,17,19,94,4303.375,0,0,73,24,33,100,3830.625,0,0
156790,4795,553,12,79,4339.5024,69,1641.5842,4726,505,11,86,4579.1064,70,1961.1859,3803,494,13,80,4545.5459,73,1777.4556,3790,487,13,83,4451.188,74,2342.2161,3463,410,12,83,4711.3179,80,2019.3639,3238,358,11,80,4450.4946,82,1974.568
156842,376,155,41,68,4470.5522,0,0,371,14,4,71,3149,0,0,326,12,4,67,3575,0,0,306,18,6,67,4218.6665,0,0,324,29,9,69,4571,0,0,283,13,5,77,4608.8999,0,0
156851,2224,160,7,68,4016.9536,60,1312.3959,2137,177,8,68,3784.124,76,1358.3259,1963,145,7,67,3885.0723,60,1464.8046,2036,171,8,58,3969.0701,63,2065.3057,2000,159,8,67,3790.198,70,1411.9911,1561,152,10,63,4434.6528,80,1743.1818
156860,3865,347,9,68,4115.8516,48,1471.4012,4459,405,9,70,4335.2729,44,1481.6666,3827,446,12,69,4197.1685,49,1421.2489,3609,396,11,67,4291.5132,54,1875.2123,3567,358,10,66,4416.6201,47,1618.3353,3120,300,10,57,4278.2036,59,1681.9719
156903,420,95,23,99,9041.9473,29,1132.4286,212,54,25,100,3803.6111,93,4414.4199,150,6,4,83,3811,33,236,86,8,9,75,3803.6667,0,0,42,0,0,,,,,,,,,,,
156921,15258,1122,7,51,4248.8984,61,1222.4633,15085,949,6,60,4151.9194,62,1290.9138,14346,1106,8,59,4080.8147,62,1423.627,13498,874,6,56,4267.168,62,1350.9293,13550,1118,8,61,4215.2192,66,1488.1479,12138,946,8,54,4162.251,72,1558.8892
156949,26,3,12,33,5550,0,0,30,9,30,89,5550,0,0,37,14,38,93,5550,0,0,37,9,24,89,5001.875,0,0,,,,,,,,,,,,,,
156967,182,56,31,68,4371.0527,0,0,160,41,26,85,4938.7144,0,0,162,45,28,89,4800,0,0,232,45,19,100,4266.6665,0,0,268,30,11,90,4719.0742,0,0,222,22,10,95,4557.7617,0,0
157021,2414,28,1,64,6200.9443,43,4207.0835,1856,72,4,86,5708.855,13,941.22223,1351,71,5,86,5347.8359,37,711.88464,1282,53,4,98,5430.9424,25,2546.6924,974,33,3,94,5977.355,27,2193,780,23,3,91,5675.0479,30,3351.1428
157030,89,13,15,77,5905,0,0,75,14,19,64,4044.4443,0,0,84,19,23,74,4853.5713,0,0,79,19,24,58,4576.9092,0,0,84,13,15,54,3344.2856,0,0,68,15,22,60,4934.7778,7,7366
157058,2606,612,23,69,5040.6563,26,1692.3694,2490,547,22,69,4740.1133,28,1846.1569,2296,390,17,76,4854.8271,22,1346.2588,2370,519,22,72,4717.1685,31,1763.1718,1754,284,16,77,4547.0552,42,1885.7627,1433,203,14,66,5104.0151,60,2074.0991
157076,802,205,26,57,4445.0942,60,4378.4033,741,188,25,65,3579.1301,70,4031.626,678,157,23,50,4554.2407,72,4076.9116,657,163,25,60,4333.1133,68,4521.207,709,230,32,55,4816.73,70,4295.0498,647,178,28,50,4675.2021,79,4468.915
157085,19927,4282,21,26,4874.7568,59,2376.4756,20099,4082,20,26,4352.8911,71,2339.6892,20436,4588,22,26,4515.7871,66,2295.0796,21441,4619,22,26,4445.2607,66,2390.7739,22223,5144,23,26,4585.2344,59,2395.427,22705,5167,23,24,4502.4321,59,2448.1174
157100,525,128,24,55,4713.5913,47,3902.7334,537,184,34,57,3788.0674,41,4293,574,199,35,52,4216.3784,42,3995.1204,559,129,23,57,4100.3696,88,1896.8319,566,168,30,55,4179.2471,56,3419.9893,550,107,19,54,4259.2759,48,4719.5688
157216,2164,595,27,68,4600.2363,82,4126.2373,2187,540,25,67,4216.4209,83,4580.165,2217,515,23,63,4310.8652,82,4459.7261,2205,512,23,63,4196.9971,81,4311.0171,2205,512,23,64,4546.2681,75,4651.2446,2198,514,23,65,4416.811,82,4683.2964
